61,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","MÓDULO BARRIO ADENTRO UNIÓN Y FUERZA",https://resultadosconvzla.com/centro/877,,,,,,,,,,,,,,,,,,,,,
62,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","ESCUELA BÁSICA NACIONAL BOLIVARIANA LEÓN TRUJILLO",https://resultadosconvzla.com/centro/849,,,,,,,,,,,,,,,,,,,,,
63,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","UNIVERSIDAD CATÓLICA SANTA ROSA",https://resultadosconvzla.com/centro/865,,,,,,,,,,,,,,,,,,,,,
64,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA JOSÉ IGNACIO PAZ CASTILLO",https://resultadosconvzla.com/centro/866,,,,,,,,,,,,,,,,,,,,,
65,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","UNIDAD EDUCATIVA LICEO BOLIVARIANO AGUSTÍN AVELEDO",https://resultadosconvzla.com/centro/867,,,,,,,,,,,,,,,,,,,,,
66,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","UNIDAD EDUCATIVA PRIVADA MONSEÑOR CASTILLO",https://resultadosconvzla.com/centro/868,,,,,,,,,,,,,,,,,,,,,
67,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA 5 DE JULIO",https://resultadosconvzla.com/centro/869,,,,,,,,,,,,,,,,,,,,,
68,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","CASA DE SALUD COMUNAL",https://resultadosconvzla.com/centro/882,,,,,,,,,,,,,,,,,,,,,
69,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","MODULO NUESTRA SEÑORA DEL ROSARIO",https://resultadosconvzla.com/centro/883,,,,,,,,,,,,,,,,,,,,,
70,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. LA PASTORA","CENTRO MEDICO SAN RUPERTO MARIA NUÑEZ",https://resultadosconvzla.com/centro/885,,,,,,,,,,,,,,,,,,,,,
71,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","CENTRO DE MISIONES MANUEL FOMBONA PACHANO",https://resultadosconvzla.com/centro/895,,,,,,,,,,,,,,,,,,,,,
72,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","UNIDAD EDUCATIVA DISTRITAL JUAN LANDAETA",https://resultadosconvzla.com/centro/897,,,,,,,,,,,,,,,,,,,,,
73,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","MUSEO DE LA ESTAMPA Y EL DISEÑO CARLOS CRUZ DIEZ",https://resultadosconvzla.com/centro/889,,,,,,,,,,,,,,,,,,,,,
74,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","CENTRO MUNICIPAL DE ATENCIÓN INTEGRAL SAN AGUSTÍN",https://resultadosconvzla.com/centro/896,,,,,,,,,,,,,,,,,,,,,
75,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","ESCUELA BASICA NACIONAL MERIDA SISO DE VAZQUEZ",https://resultadosconvzla.com/centro/898,,,,,,,,,,,,,,,,,,,,,
76,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","CENTRO DE EDUCACION INICIAL NACIONAL MATEA BOLIVAR",https://resultadosconvzla.com/centro/903,,,,,,,,,,,,,,,,,,,,,
77,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","COLEGIO CORAZON DE MARIA",https://resultadosconvzla.com/centro/890,,,,,,,,,,,,,,,,,,,,,
78,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","ESCUELA DE ARTES PLASTICAS CRISTOBAL ROJAS",https://resultadosconvzla.com/centro/891,,,,,,,,,,,,,,,,,,,,,
79,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA BICENTENERIA REPUBLICANO",https://resultadosconvzla.com/centro/892,,,,,,,,,,,,,,,,,,,,,
80,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","UNIDAD EDUCATIVA NACIONAL DOCTOR ELIAS RODRIGUEZ",https://resultadosconvzla.com/centro/893,,,,,,,,,,,,,,,,,,,,,
81,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","PREESCOLAR CONCEPCION MARINO",https://resultadosconvzla.com/centro/894,,,,,,,,,,,,,,,,,,,,,
82,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","SALA DE USOS MULTIPLES URBANISMO EL CONDE",https://resultadosconvzla.com/centro/909,,,,,,,,,,,,,,,,,,,,,
83,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","BIBLIOTECA PUBLICA LEONARDO RUIZ PINEDA",https://resultadosconvzla.com/centro/899,,,,,,,,,,,,,,,,,,,,,
84,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","CENTRO DE EDUCACION INICIAL NACIONAL BOLIVARIANA MARIA ANTONIA BOLIVAR",https://resultadosconvzla.com/centro/901,,,,,,,,,,,,,,,,,,,,,
85,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN AGUSTIN","ESTACION METROCABLE LA CEIBA",https://resultadosconvzla.com/centro/902,,,,,,,,,,,,,,,,,,,,,
86,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","UNIDAD EDUCACIONAL PRIVADA INSTITUTO JUNKAL",https://resultadosconvzla.com/centro/911,,,,,,,,,,,,,,,,,,,,,
87,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","ESCUELA NACIONAL PRIMARIA BERNARDO O HIGGINS",https://resultadosconvzla.com/centro/913,,,,,,,,,,,,,,,,,,,,,
88,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","UNIDAD EDUCATIVA ECOLÓGICA SANTÍSIMA TRINIDAD",https://resultadosconvzla.com/centro/915,,,,,,,,,,,,,,,,,,,,,
89,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","MODULO OCTAGONAL DE SALUD LOS CUJICITOS",https://resultadosconvzla.com/centro/922,,,,,,,,,,,,,,,,,,,,,
90,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA JESÚS MARIA PÁEZ",https://resultadosconvzla.com/centro/912,,,,,,,,,,,,,,,,,,,,,
91,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA ARMANDO ZULOAGA BLANCO",https://resultadosconvzla.com/centro/914,,,,,,,,,,,,,,,,,,,,,
92,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","CASA COMUNAL LA TITA",https://resultadosconvzla.com/centro/923,,,,,,,,,,,,,,,,,,,,,
